Fighter_one,Fighter_two,Opening_Odds_f1,Closing_Odds_f1,Average_Odds_f1,Opening_Odds_f2,Closing_Odds_f2,Average_Odds_f2,Event,Date,duplicates
Marc Diakiese,Nasrat Haqparast,-305,-185,-157,+225,+130,+150,UFC Fight Night 134: Shogun vs. Smith,Jul 22nd 2018,+-011557DHMNaaaaaaaceeiikpqrrrssstt
Marc Diakiese,Dan Hooker,-230,-200,-175,+170,+140,+169,UFC 219: Cyborg vs. Holm,Dec 30th 2017,+-115679DDHMaaaceeeiikknoorrs
Marc Diakiese,Drakkar Klose,-264,-285,-219,+190,+185,+215,UFC: The Ultimate Fighter 25 Finale: Johnson vs. Gaethje,Jul 7th 2017,+-112259DDKMaaaaceeeiikkklorrrss
Marc Diakiese,Teemu Packalen,-300,-200,-169,+220,+140,+160,UFC Fight Night 107: Manuwa vs. Anderson,Mar 18th 2017,+-011669DMPTaaaacceeeeeiikklmnrsu
Marc Diakiese,Frankie Perez,-300,-303,-235,+220,+200,+230,UFC Fight Night 102: Lewis vs. Abdurakhimov,Dec 9th 2016,+-022335DFMPaaaceeeeeiiikknrrrsz
Marc Diakiese,Lukasz Sajewski,-185,-360,-259,+145,+225,+252,UFC 204: Bisping vs. Henderson 2,Oct 8th 2016,+-222559DLMSaaaaceeeiiijkkkrsssuwz
Tyler Diamond,Jon Neal,-270,-745,-589,+190,+410,+482,LFA 66: Diamond vs. Neal,May 10th 2019,+-245889DJNTaadeeillmnnoory
Tyler Diamond,Bryce Mitchell,-150,+105,+125,+120,-150,-133,UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya,Jul 6th 2018,+-112335BDMTaccdeeehiilllmnorrtyy
Rafael Xavier,Ibrahim Magomedov,NaN,NaN,NaN,NaN,NaN,NaN,ACB 83: Baku,Mar 24th 2018,IMNNNNRXaaaaaaabdeeefghiilmmoorrvv
Rafael Dias,Movsar Evloev,+625,+700,+820,-1275,-1500,-1380,M-1 Challenge 95: Battle in the Mountains 7,Jul 21st 2018,+-0012388DEMRaaaaeefilloorssvvv
Rafael Dias,Marlon Sandro,+350,+330,+475,-500,-675,-475,Bellator Fighting Championship 58,Nov 19th 2011,+-445577DMRSaaaaadefillnnoorrs
Rafael Dias,Diego Nunes,+215,+300,+325,-275,-500,-425,WEC 42: Torres vs Bowles,Aug 9th 2009,+-223455DDNRaaaeeefgiilnossu
Rafael Dias,Lc Davis,-115,-120,-110,-115,-120,-115,IFL: New Blood New Battles,Apr 4th 2008,--011115DDLRaaaacefiilssv
Rafael Dias,Santino Defranco,-200,-260,-216,+160,+170,+200,IFL: Las Vegas,Feb 29th 2008,+-001226DDRSaaaaaceeffiilnnnoorst
Hacran Dias,Jared Gordon,+130,+125,+138,-170,-175,-152,UFC Fight Night 119: Machida vs. Brunson,Oct 28th 2017,+-112358DGHJaaaacddeinnoorrrs
Hacran Dias,Andre Fili,-250,-189,-147,+200,+125,+150,UFC Fight Night 96: Lineker vs. Dodson,Oct 1st 2016,+-011457ADFHaaacdeiiilnnrrs
Hacran Dias,Cub Swanson,-105,-115,+105,-135,-130,-112,UFC on FOX 19: Evans vs. Teixeira,Apr 16th 2016,+-011125CDHSaaaabcinnnorssuw
Hacran Dias,Levan Makashvili,-210,-165,-137,+160,+110,+133,UFC Fight Night 70: Machida vs. Romero,Jun 27th 2015,+-113337DHLMaaaaaacehiiiklnnrssvv
Hacran Dias,Darren Elkins,-135,-240,-195,-105,+158,+210,UFC Fight Night 58: Machida vs. Dollaway,Dec 20th 2014,+-011259DDEHaaaaceiiklnnnrrrss
Hacran Dias,Ricardo Lamas,+165,+200,+248,-215,-290,-250,UFC Fight Night 44: Swanson vs. Stephens,Jun 28th 2014,+-022458DHLRaaaaaaccdiimnorrss
Hacran Dias,Nik Lentz,+115,-120,+110,-155,-140,-101,UFC on FX 8: Belfort vs. Rockhold,May 18th 2013,+-001111DHLNaaaceiiknnrstz
Hacran Dias,Yuri Alcantara,+210,+155,+200,-270,-240,-178,UFC 147: Silva vs. Franklin II,Jun 23rd 2012,+-001278ADHYaaaaaacciilnnrrrstu
Nick Diaz,Anderson Silva,+190,+275,+330,-240,-556,-355,UFC 183: Silva vs. Diaz,Jan 31st 2015,+-033355ADNSaacdeiiiklnnorsvz
Nick Diaz,Georges St-Pierre,+310,+330,+465,-430,-559,-450,UFC 158: St-Pierre vs. Diaz,Mar 16th 2013,+--044556DGNPSaceeeegiiikorrrstz
Nick Diaz,B.J. Penn,+285,-122,+105,-365,-135,+105,UFC 137: Penn vs. Diaz,Oct 29th 2011,++001155BDJNPaceiiknnz
Nick Diaz,Evangelista Santos,-500,-556,-355,+300,+300,+330,Strikeforce: Diaz vs. Cyborg,Jan 29th 2011,+-033355DENSaaaacegiiiklnnossttvz
Nick Diaz,Kj Noons,-180,-294,-204,+140,+183,+200,Strikeforce: Diaz vs. Noons II,Oct 9th 2010,+-000224DKNNaciijknoosz
Nick Diaz,Hayato Sakurai,-405,-600,-525,+305,+325,+425,DREAM 14,May 29th 2010,+-224555DHNSaaaaaciiikkortuyz
Nick Diaz,Marius Zaromskis,-250,-303,-225,+190,+195,+240,Strikeforce: Miami,Jan 30th 2010,+-022245DMNZaaaciiiikkmorrsssuz
Nick Diaz,Scott Smith,-365,-357,-300,+285,+235,+275,Strikeforce: Shields vs Lawler,Jun 6th 2009,+-002357DNSSacchiiikmotttz
Nick Diaz,Frank Shamrock,+145,+150,+190,-175,-240,-200,Strikeforce: Shamrock vs Diaz,Apr 11th 2009,+-000129DFNSaaacchiikkkmnorrz
Nick Diaz,Katsuya Inoue,NaN,NaN,NaN,NaN,NaN,NaN,DREAM 3,May 11th 2008,DIKNNNNNaaaaaceiiknostuuyz
Nick Diaz,Kj Noons,-450,-400,-336,+300,+280,+320,EliteXC: Renegade,Nov 10th 2007,+-023336DKNNaciijknoosz
Nate Diaz,Conor McGregor,+175,+175,+195,-250,-250,-250,Future Events,,+-012559CDGMNaaceeginooorrrtz
Nate Diaz,Jorge Masvidal,+250,+250,+250,-300,-300,-300,Future Events,,+-000235DJMNaaaadeegiilorstvz
Nate Diaz,Jorge Masvidal,-110,+105,+138,-110,-170,-140,UFC 244: Masvidal vs. Diaz,Nov 2nd 2019,+-011348DJMNaaaadeegiilorstvz
Nate Diaz,Anthony Pettis,-120,-105,+110,+100,-139,-117,UFC 241: Cormier vs. Miocic 2,Aug 17th 2019,+-011117ADNPaaeehiinnosttttyz
Nate Diaz,Conor McGregor,+100,-105,+125,-125,-155,-125,UFC 202: Diaz vs. McGregor 2,Aug 20th 2016,+-112255CDGMNaaceeginooorrrtz
Nate Diaz,Conor McGregor,+258,+280,+400,-300,-585,-400,UFC 196: McGregor vs. Diaz,Mar 5th 2016,+-000044CDGMNaaceeginooorrrtz
Nate Diaz,Michael Johnson,+225,+237,+325,-305,-435,-310,UFC on FOX 17: Dos Anjos vs. Cerrone,Dec 19th 2015,+-012335DJMNaaaceehhiilnnoostz
Nate Diaz,Rafael Dos Anjos,+150,+195,+250,-190,-295,-264,UFC on FOX 13: Dos Santos vs. Miocic,Dec 13th 2014,+-022456ADDNRaaaaeefijlnoosstz
Nate Diaz,Gray Maynard,-140,+100,+114,+100,-147,-120,UFC: The Ultimate Fighter 18 Finale,Nov 30th 2013,+-011124DGMNaaaaadeinrrtyyz
Nate Diaz,Josh Thomson,-160,-180,-140,+120,+120,+140,UFC on FOX 7: Henderson vs. Melendez,Apr 20th 2013,+-001144DJNTaaehhimnooosstz
Nate Diaz,Benson Henderson,+260,+150,+195,-340,-250,-190,UFC on FOX 5: Henderson vs. Diaz,Dec 8th 2012,+-011599BDHNaadeeeeinnnnoorsstz
Nate Diaz,Jim Miller,+190,+140,+155,-250,-200,-160,UFC on FOX 3: Diaz vs. Miller,May 5th 2012,+-011556DJMNaaeeiiillmrtz
Nate Diaz,Takanori Gomi,-120,-286,-250,-120,+195,+236,UFC 135: Jones vs. Rampage,Sep 24th 2011,+-022356DGNTaaaaeiiikmnoortz
Nate Diaz,Rory Macdonald,-160,-111,+127,+120,-142,-125,UFC 129: St-Pierre vs. Shields,Apr 30th 2011,+-112257DMNRaaaacddeilnoortyz
Nate Diaz,Dong Hyun Kim,-170,-122,+127,+140,-140,-114,UFC 125: Resolution,Jan 1st 2011,+-111247DDHKNaaegiimnnotuyz
Nate Diaz,Rory Markham,-271,-303,-230,+211,+190,+235,UFC 111: St-Pierre vs. Hardy,Mar 27th 2010,+-022335DMNRaaaaehikmorrtyz
Nate Diaz,Gray Maynard,+210,+210,+346,-260,-400,-270,UFC Fight Night 20: Maynard vs Diaz,Jan 11th 2010,+-023467DGMNaaaaadeinrrtyyz
Nate Diaz,Melvin Guillard,-265,-280,-245,+205,+187,+225,UFC Fight Night 19,Sep 16th 2009,+-222455DGMNaaadeeiiilllnrtuvz
Nate Diaz,Joe Stevenson,+110,-235,-164,-140,+120,+185,UFC: The Ultimate Fighter 9 Finale,Jun 20th 2009,+-114568DJNSaaeeeeinnoosttvz
Nate Diaz,Clay Guida,-145,-155,-120,+115,-120,+131,UFC 94: St-Pierre vs Penn 2,Jan 31st 2009,+-011123CDGNaaaadeiiltuyz
Nate Diaz,Josh Neer,-170,-280,-220,+130,+162,+220,UFC Fight Night 15: Diaz vs Neer,Sep 17th 2008,+-002222DJNNaaeeehiorstz
Nate Diaz,Kurt Pellegrino,-200,-165,-145,+160,+115,+141,UFC Fight Night 13: Florian vs Lauzon,Apr 2nd 2008,+-111445DKNPaaeeegiillnorrttuz
Nate Diaz,Alvin Robinson,-145,-190,-151,+115,+125,+158,UFC Fight Night 12: Swick vs Burkman,Jan 23rd 2008,+-111558ADNRaabeiiilnnnoostvz
Nate Diaz,Manny Gamburyan,-120,-120,+115,-110,-145,-115,UFC: The Ultimate Fighter 5 Finale,Jun 23rd 2007,+-111155DGMNaaaaabeimnnnrtuyyz
Adrain Diaz,Lambert Akhiadov,+160,+115,+121,-210,-155,-149,ACB 83: Baku,Mar 24th 2018,+-111249AADLaaaabddehiiikmnorrtvz
Ryan Diaz,Yusup Saadulaev,NaN,NaN,NaN,NaN,NaN,NaN,One FC 9: Rise to Power,May 31st 2013,DNNNNRSYaaaaaaadeilnpsuuuvyz
Ryan Diaz,Thanh Vu,NaN,NaN,NaN,NaN,NaN,NaN,One FC 7: Return Of Warriors,Feb 2nd 2013,DNNNNRTVaaaaahhinnuyz
Mark Dickman,Daniel Pineda,NaN,NaN,NaN,NaN,NaN,NaN,Bellator 161: Kongo vs. Johnson,Sep 16th 2016,DDMNNNNPaaaaaacdeeiiikklmnnnr
Mark Dickman,Donald Sanchez,-210,-110,-104,+160,-130,-124,RFA 22: Njokuani vs. Smith,Jan 9th 2015,--011244DDMSaaaaccdehikklmnnnorz
Mark Dickman,Justin Lawrence,-125,-175,-169,-115,+135,+141,RFA 17: Cochrane vs. Giagos,Aug 22nd 2014,+-111469DJLMaaacceeiikkmnnnrrstuw
Josh Diekmann,Tyler King,NaN,NaN,NaN,NaN,NaN,NaN,Bellator 163: McGeary vs. Davis,Nov 4th 2016,DJKNNNNTaaaeeghiiklmnnnorsy
Josh Diekmann,Ashley Gooch,NaN,NaN,NaN,NaN,NaN,NaN,CES MMA 32: Felix vs. Sanders,Jan 8th 2016,ADGJNNNNaaaceehhhiklmnnooossy
Josh Diekmann,Mike Wessel,NaN,NaN,NaN,NaN,NaN,NaN,Bellator 123: Curran vs. Pitbull II,Sep 5th 2014,DJMNNNNWaaaeeeehiikklmnnosss
Josh Diekmann,Parker Porter,NaN,NaN,NaN,NaN,NaN,NaN,Bellator Fighting Championship 98: Shlemenko vs. Cooper,Sep 7th 2013,DJNNNNPPaaaaeeehikkmnnoorrrrst
Kyle Dietz,Brad Pickett,+140,+155,+165,-170,-205,-195,WEC 45: Cerrone vs Ratcliff,Dec 19th 2009,+-115569BDKPacdeeeiiklrtttyz
Kyle Dietz,Rafael Rebello,-115,-170,-155,-115,+120,+140,WEC 41: Brown vs Faber 2,Jun 7th 2009,+-011455DKRRaabeeeeefillllotyz
Seth Dikun,Frank Gomez,+125,+135,+150,-155,-180,-170,WEC 44: Brown vs Aldo,Nov 18th 2009,+-001157DFGSaeehikkmnnortuz
Seth Dikun,Rolando Perez,-115,+110,+120,-115,-152,-140,WEC 41: Brown vs Faber 2,Jun 7th 2009,+-001124DPRSadeeehiklnnoortuz
Seth Dikun,Charlie Valencia,+200,+170,+210,-250,-270,-191,WEC 38: Varner vs Cerrone,Jan 25th 2009,+-011129CDSVaaaceeehhiiikllnnrtu
T.J. Dillashaw,Cody Garbrandt,-135,-140,-122,-105,-105,+115,UFC 227: Dillashaw vs. Garbrandt 2,Aug 4th 2018,+-111225CDGJTaaaabddhillnorrstwy
T.J. Dillashaw,Cody Garbrandt,+110,+150,+183,-130,-240,-189,UFC 217: Bisping vs. St-Pierre,Nov 4th 2017,+-113889CDGJTaaaabddhillnorrstwy
T.J. Dillashaw,John Lineker,-190,-245,-200,+150,+160,+197,UFC 207: Nunes vs. Rousey,Dec 30th 2016,+-001279DJJLTaaeehhiikllnnorsw
T.J. Dillashaw,Joe Soto,-1500,-1400,-1000,+700,+550,+900,UFC 177: Dillashaw vs. Soto,Aug 30th 2014,+-0000019DJJSTaaehillooostw
T.J. Dillashaw,Mike Easton,-230,-370,-285,+170,+240,+279,UFC Fight Night 35: Rockhold vs. Philippou,Jan 15th 2014,+-225789DEJMTaaaehiikllnosstw
T.J. Dillashaw,Hugo Viana,-295,-450,-320,+215,+250,+300,UFC on FOX 7: Henderson vs. Melendez,Apr 20th 2013,+-000233DHJTVaaaaghiillnosuw
T.J. Dillashaw,Issei Tamura,-405,-840,-625,+285,+425,+540,UFC 158: St-Pierre vs. Diaz,Mar 16th 2013,+-024556DIJTTaaaaehiillmrsssuw
T.J. Dillashaw,Vaughan Lee,-435,-525,-370,+285,+280,+370,UFC on FUEL TV 4: Munoz vs. Weidman,Jul 11th 2012,+-003377DJLTVaaaaeeghhillnsuw
T.J. Dillashaw,Walel Watson,-250,-400,-242,+190,+215,+255,UFC on FUEL TV 1: Ellenberger vs. Sanchez,Feb 15th 2012,+-222455DJTWWaaaaehillllnosstw
T.J. Dillashaw,John Dodson,-235,-225,-185,+175,+145,+195,UFC: The Ultimate Fighter 14 Finale,Dec 3rd 2011,+-115589DDJJTaadhhillnnooossw
Ralph Acosta,Raufeon Stots,+700,+674,+848,-1500,-1545,-1401,LFA 68: Jennerman vs. Barbosa,May 31st 2019,+-0114488ARRSaaacefhlnooopsstttu
Ralph Acosta,Tulio Quintanilla,NaN,NaN,NaN,NaN,NaN,NaN,Bellator Fighting Championship 34,Oct 28th 2010,ANNNNQRTaaaaaachiiillllnnoopsttuu
Ralph Acosta,Chris Manuel,NaN,NaN,NaN,NaN,NaN,NaN,Bellator Fighting Championships 13,Apr 8th 2010,ACMNNNNRaaaaacehhillnoprsstu
Audrey Drew,Holli Salazar,NaN,NaN,NaN,NaN,NaN,NaN,Invicta FC 31: Jandiroba vs. Morandin,Sep 1st 2018,ADHNNNNSaaaaadeeilllorrruwyz
Rodolfo Marques,Bibiano Fernandes,+150,+180,+200,-190,-260,-230,DREAM: New Year! 2011,Dec 31st 2011,+-000223BFMRaaabddeeefiilnnnooooqrrssu
Rodolfo Marques,Yusup Saadulaev,-290,-300,-235,+230,+195,+230,DREAM 17: World Bantamweight GP,Sep 24th 2011,+-022335MRSYaaaaddeefllooopqrssuuuuv
Rico Disciullo,Montel Jackson,+210,+215,+242,-290,-310,-269,Dana White's Contender Series 9,Jun 12th 2018,+-222469DJMRaccceiiiklllnnoooosstu
Rico Disciullo,Jaime Hernandez,NaN,NaN,NaN,NaN,NaN,NaN,CES MMA 48: Rebello vs. Wiuff,Feb 2nd 2018,DHJNNNNRaaaaccdeeeiiiillmnnoorsuz
Rico Disciullo,Justin King,NaN,NaN,NaN,NaN,NaN,NaN,CES MMA 46: Howard vs. Carroll,Oct 27th 2017,DJKNNNNRaaccgiiiiillnnoosstuu
Rico Disciullo,David Garcia,NaN,NaN,NaN,NaN,NaN,NaN,CES MMA 38: Makashvili vs. Soriano,Sep 23rd 2016,DDGNNNNRaaaaacccdiiiiilloorsuv
Rico Disciullo,Lionel Young,NaN,NaN,NaN,NaN,NaN,NaN,CES MMA 32: Felix vs. Sanders,Jan 8th 2016,DLNNNNRYaaccegiiiilllnnoooosuu
Rico Disciullo,Chino Duran,NaN,NaN,NaN,NaN,NaN,NaN,CES MMA 32: Felix vs. Sanders,Jan 8th 2016,CDDNNNNRaaacchiiiillnnooorsuu
Rico Disciullo,Marvin Maldonado,NaN,NaN,NaN,NaN,NaN,NaN,Bellator 123: Curran vs. Pitbull II,Sep 5th 2014,DMMNNNNRaaaaaccddiiiilllnnoooorsuv
Rico Disciullo,Jacob Smith,NaN,NaN,NaN,NaN,NaN,NaN,Bellator Fighting Championship 110,Feb 28th 2014,DJNNNNRSaaabccchiiiillmooostu
Rico Disciullo,Glenn Allaire,NaN,NaN,NaN,NaN,NaN,NaN,Bellator Fighting Championship 98: Shlemenko vs. Cooper,Sep 7th 2013,ADGNNNNRaaacceeiiiilllllnnoorsu
Anthony Do,Bobby Escalante,NaN,NaN,NaN,NaN,NaN,NaN,Bellator 172: Thomson vs. Pitbull,Feb 18th 2017,ABDENNNNaaaabbcehlnnnooosttyy
Anthony Do,Dustin Moore,NaN,NaN,NaN,NaN,NaN,NaN,Bellator 147: Thomson vs. Villaseca,Dec 4th 2015,ADDMNNNNaaehinnnoooorsttuy
Russell Doane,Rani Yahya,+205,+165,+215,-285,-275,-205,UFC on FOX 28: Stephens vs. Emmett,Feb 24th 2018,+-012255DRRYaaaaeehillnnossuy
Russell Doane,Kwan Ho Kwak,+125,-115,+109,-165,-135,-115,UFC Fight Night 111: Holm vs. Correia,Jun 17th 2017,+-011159DHKKRaaaeekllnnoossuww
Russell Doane,Pedro Munhoz,+185,+175,+206,-265,-275,-217,UFC Fight Night 90: Dos Anjos vs. Alvarez,Jul 7th 2016,+-012267DMPRadeeehllnnooorssuuz
Russell Doane,Jerrod Sanders,-405,-550,-400,+285,+300,+389,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015,+-003489DJRSaaddeeeellnnoorrrsssu
Russell Doane,Leandro Issa,+150,+100,+115,-190,-139,-120,UFC Fight Night 34: Saffiedine vs. Lim,Jan 4th 2014,+-011125DILRaaadeeellnnoorssssu
Russell Doane,Dwayne Haney,NaN,NaN,NaN,NaN,NaN,NaN,EliteXC: Return Of The King,Jun 14th 2008,DDHNNNNRaaaaaeeeellnnnossuwyy
Russell Doane,Tyson Nam,NaN,NaN,NaN,NaN,NaN,NaN,Icon Sport: To Hell And Back,Mar 15th 2008,DNNNNNRTaaaaeellmnnoosssuy
Drew Dober,Diego Ferreira,NaN,NaN,NaN,NaN,NaN,NaN,UFC on ESPN+ 32: Hermansson vs. Weidman,Aug 3rd 2020,DDDFNNNNaaabeeeeegiioorrrrrw
Drew Dober,Alex Hernandez,-140,-175,-155,+120,+130,+150,UFC on ESPN+ 29: Smith vs. Teixeira,May 13th 2020,+-011555ADDHabdeeeeelnnorrrwxz
Drew Dober,Nasrat Haqparast,+260,+250,+285,-335,-400,-326,UFC 246: McGregor vs. Cowboy,Jan 18th 2020,+-223568DDHNaaaaabeeopqrrrrssttw
Drew Dober,Marco Polo Reyes,-350,-450,-345,+250,+260,+358,UFC on ESPN 3: Ngannou vs. Dos Santos,Jun 29th 2019,+-334558DDMPRabceeeeloooorrrswy
Drew Dober,Jon Tuck,-175,-265,-200,+135,+160,+210,UFC Fight Night 135: Gaethje vs. Vick,Aug 25th 2018,+-000122DDJTbceeknoorruw
Drew Dober,Jason Gonzalez,-180,-180,-147,+140,+130,+147,UFC 203: Miocic vs. Overeem,Sep 10th 2016,+-114477DDGJaabeeelnnooorrswzz
Drew Dober,Scott Holtzman,+135,+167,+186,-175,-230,-195,UFC 195: Lawler vs. Condit,Jan 2nd 2016,+-115689DDHSabceelmnooorrtttwz
Drew Dober,Efrain Escudero,-165,-160,-125,+125,-105,+126,UFC 188: Velasquez vs. Werdum,Jun 13th 2015,+-112256DDEEabcdeeefinoorrrrsuw
Drew Dober,Leandro Silva,+120,+123,+135,-160,-165,-138,UFC Fight Night 62: Maia vs. LaFlare,Mar 21st 2015,+-113358DDLSaabdeeeilnoorrrvw
Drew Dober,Jamie Varner,+250,+272,+400,-350,-550,-369,UFC on FOX 13: Dos Santos vs. Miocic,Dec 13th 2014,+-003469DDJVaabeeeeimnorrrrw
Drew Dober,Nick Hein,-130,+122,+140,-110,-170,-140,UFC Fight Night 41: Munoz vs. Mousasi,May 31st 2014,+-001144DDHNbceeeiiknorrw
Drew Dober,Sean Spencer,+185,+189,+210,-265,-260,-225,UFC: The Ultimate Fighter 18 Finale,Nov 30th 2013,+-012225DDSSabceeeeennoprrrw
Drew Dober,Nick Nolte,NaN,NaN,NaN,NaN,NaN,NaN,Bellator Fighting Championships 16,Apr 29th 2010,DDNNNNNNaabceeeikloorrtw
Drew Dober,Aaron Derrow,NaN,NaN,NaN,NaN,NaN,NaN,CSC Fight Night I,Oct 2nd 2009,ADDDNNNNaaabeeenooorrrrrww
Shana Dobson,Sabina Mazo,+150,-115,+131,-190,-155,-115,UFC 241: Cormier vs. Miocic 2,Aug 17th 2019,+-111135DMSSaaaaabbhinnnooosz
Shana Dobson,Lauren Mueller,+150,+105,+143,-190,-165,-135,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018,+-113345DLMSaaabeeehllnnnoorrsuu
John Dodson,Nathaniel Wood,+140,+120,+143,-170,-170,-150,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15th 2020,+-011345DJNWaaddehhilnnnooooost
John Dodson,Petr Yan,+175,+200,+250,-205,-333,-245,UFC on ESPN+ 3: Blachowicz vs. Santos,Feb 23rd 2019,+-022455DJPYadehnnnooorst
John Dodson,Jimmie Rivera,+155,+120,+133,-195,-160,-142,UFC 228: Woodley vs. Till,Sep 8th 2018,+-112334DJJRadeehiiimmnnooorsv
John Dodson,Pedro Munhoz,-111,-185,-111,+260,+125,+260,UFC 222: Cyborg vs. Kunitskaya,Mar 3rd 2018,+-011126DJMPddehhnnnooooorsuz
John Dodson,Marlon Moraes,-120,-135,-111,-120,-111,+110,UFC Fight Night 120: Poirier vs. Pettis,Nov 11th 2017,+-011111DJMMaadehlnnnooooorrss
John Dodson,Eddie Wineland,-280,-550,-353,+200,+285,+400,UFC Fight Night 108: Swanson vs. Lobov,Apr 22nd 2017,+-003345DEJWaddddeehiilnnnnooos
John Dodson,John Lineker,-125,-140,-122,-105,+100,+110,UFC Fight Night 96: Lineker vs. Dodson,Oct 1st 2016,+-011122DJJLdeehhiknnnnoooors
John Dodson,Manny Gamburyan,-505,-600,-389,+335,+317,+425,UFC on FOX 19: Evans vs. Teixeira,Apr 16th 2016,+-234589DGJMaaabdhmnnnnnooorsuyy
John Dodson,Demetrious Johnson,+310,+350,+450,-400,-725,-475,UFC 191: Johnson vs. Dodson II,Sep 5th 2015,+-044557DDJJdeehhimnnnnoooooorssstu
John Dodson,Zach Makovsky,-400,-1000,-700,+280,+500,+700,UFC 187: Johnson vs. Cormier,May 23rd 2015,+-000077DJMZaacdhhkknnoooossvy
John Dodson,John Moraga,-315,-833,-500,+235,+375,+480,UFC Fight Night 42: Henderson vs. Khabilov,Jun 7th 2014,+-000458DJJMaadghhnnnooooors
John Dodson,Darrell Montague,-280,-500,-375,+200,+300,+355,UFC 166: Velasquez vs. Dos Santos III,Oct 19th 2013,+-335557DDJMaadeeghllnnnoooorrstu
John Dodson,Demetrious Johnson,+200,+170,+216,-260,-260,-230,UFC on FOX 6: Johnson vs. Dodson,Jan 26th 2013,+-012236DDJJdeehhimnnnnoooooorssstu
John Dodson,Jussier da Silva,-220,-275,-240,+170,+190,+236,UFC on FX 5: Browne vs. Bigfoot,Oct 5th 2012,+-022346DJJSaaddehiilnnooorsssuv
John Dodson,Tim Elliott,-500,-769,-500,+350,+300,+440,UFC on FOX 3: Diaz vs. Miller,May 5th 2012,+-000445DEJTdhiillmnnoooostt
John Dodson,Mamoru Yamaguchi,NaN,NaN,NaN,NaN,NaN,NaN,Tachi Palace Fights 9,May 6th 2011,DJMNNNNYaaaaacdghhimmnnoooorsuu
John Dodson,John Moraga,NaN,NaN,NaN,NaN,NaN,NaN,Nemesis Fighting: MMA Global Invasion,Dec 13th 2010,DJJMNNNNaaaadghhnnnooooors
Joe Doerksen,Luigi Fioravanti,-260,-230,-230,+216,+190,+193,Score Fighting Series,Jun 10th 2011,+-012339DFJLaaeeegiiiiknnooorrstuv
Joe Doerksen,Hector Lombard,NaN,NaN,NaN,NaN,NaN,NaN,CFC 16,Mar 25th 2011,DHJLNNNNaaabcdeeeekmnoooorrrst
Joe Doerksen,Dan Miller,+275,+195,+240,-345,-300,-241,UFC 124: St-Pierre vs. Koscheck II,Dec 11th 2010,+-012244DDJMaeeeeikllnnoorrs
Joe Doerksen,C.B. Dollaway,+200,+200,+240,-250,-333,-250,UFC 119: Mir vs. Cro Cop,Sep 25th 2010,+-002245BCDDJaaeeekllnooorswy
Joe Doerksen,Tom Lawlor,+315,+350,+470,-415,-650,-510,UFC 113: Machida vs. Shogun II,May 8th 2010,+-001457DJLTaeeeklmnoooorrsw
Joe Doerksen,Chad Herrick,NaN,NaN,NaN,NaN,NaN,NaN,King Of The Cage: Bad Boys II,Apr 16th 2010,CDHJNNNNaaacdeeeehikknoorrrs
Joe Doerksen,Takenori Sato,NaN,NaN,NaN,NaN,NaN,NaN,WVR Sengoku: Tenth Battle,Sep 23rd 2009,DJNNNNSTaaaaeeeeikknnoooorrst
Joe Doerksen,Izuru Takeuchi,-435,-165,-155,+355,+125,+151,WVR Sengoku: Sixth Battle,Nov 1st 2008,+-111555DIJTaceeeehikknoorrsuuuz
Joe Doerksen,Jason Macdonald,+180,+125,+161,-220,-175,-165,UFC 83: Serra vs St-Pierre 2,Apr 19th 2008,+-111566DJJMaaacddeeeklnnnoooorss
Joe Doerksen,Ed Herman,+120,+110,+146,-150,-165,-140,UFC 78: Validation,Nov 17th 2007,+-011446DEHJadeeeekmnnoorrs
Joe Doerksen,Paulo Filho,+550,+525,+550,-850,-850,-825,WEC 29,Aug 5th 2007,+-025558DFJPaeeehikllnoooorsu
Mike Dolce,Roman Mitichyan,NaN,NaN,NaN,NaN,NaN,NaN,Call To Arms II,Aug 15th 2009,DMMNNNNRaaaacceehiiiklmnnooty
Cameron Dollar,Waylon Lowe,+220,+270,+300,-300,-400,-390,World Series of Fighting 2: Arlovski vs. Johnson,Mar 23rd 2013,+-000339CDLWaaaeelllmnnoooorrwy
Cameron Dollar,Carlo Prater,+160,+190,+190,-210,-240,-240,Legacy Fighting Championships 7,Jul 22nd 2011,+-001249CCDPaaaaeelllmnooorrrrrt
C.B. Dollaway,Jiri Prochazka,+400,+500,+586,-714,-960,-894,Rizin FF 20,Dec 31st 2019,+-456889BCDJPaaaachiiklloorrwyz
C.B. Dollaway,Khalid Murtazaliev,+140,+133,+150,-160,-190,-160,UFC Fight Night 136: Hunt vs. Oleinik,Sep 15th 2018,+-001156BCDKMaaaaadehiillllortuvwyz
C.B. Dollaway,Hector Lombard,-120,-110,+122,-120,-152,-107,UFC 222: Cyborg vs. Kunitskaya,Mar 3rd 2018,+-011227BCDHLaaabcdellmooorrtwy
C.B. Dollaway,Ed Herman,-155,-200,-142,+115,+125,+160,UFC: The Ultimate Fighter 25 Finale: Johnson vs. Gaethje,Jul 7th 2017,+-011246BCDEHaaadellmnorwy
